UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-NON VEHICLE,200281416,01/28/2020,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521,
LARCENY-NON VEHICLE,200281561,01/28/2020,1723 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70678,-84.38031,
LARCENY-NON VEHICLE,200281568,01/28/2020,2310 MARTIN L KING JR DR SW,405,Florida Heights,I,33.75121,-84.46544,
LARCENY-NON VEHICLE,200281658,01/28/2020,675 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.77324,-84.36513,
LARCENY-NON VEHICLE,200281696,01/28/2020,1271 MORELAND AVE SE,607,Woodland Hills,W,33.71924,-84.34959,
LARCENY-NON VEHICLE,200281904,01/28/2020,807 CASCADE AVE SW,404,Cascade Avenue/Road,S,33.73323,-84.43795,
LARCENY-NON VEHICLE,200282342,01/28/2020,1275 CAROLINE ST NE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,200282456,01/28/2020,2075 ALISON CT SW,410,Campbellton Road,R,33.70105,-84.45656,
LARCENY-NON VEHICLE,200281926,01/28/2020,3393 PEACHTREE ST,210,Lenox,B,33.84676,-84.36212,
BURGLARY-NONRES,200270805,01/27/2020,2489 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82226,-84.35055,
LARCENY-NON VEHICLE,200270977,01/27/2020,3500 PEACHTREE RD NE @PHIPPS PLAZA,208,North Buckhead,B,33.85302,-84.36278,
LARCENY-NON VEHICLE,200271165,01/27/2020,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521,
LARCENY-NON VEHICLE,200271365,01/27/2020,1117 LEE ST SW,402,Oakland City,S,33.72459,-84.42107,
LARCENY-NON VEHICLE,200271509,01/27/2020,12 BROAD ST SW,511,Downtown,M,33.74982,-84.39359,
LARCENY-NON VEHICLE,200271799,01/27/2020,807 CASCADE AVE SW,404,Cascade Avenue/Road,S,33.73323,-84.43795,
LARCENY-NON VEHICLE,200271801,01/27/2020,1723 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70678,-84.38031,
LARCENY-NON VEHICLE,200272055,01/27/2020,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,200272085,01/27/2020,2075 ALISON CT SW,410,Campbellton Road,R,33.70105,-84.45656,
LARCENY-FROM VEHICLE,200271972,01/27/2020,798 BRIDGEWATER ST SW,306,Sylvan Hills,X,33.70277,-84.41479,
LARCENY-FROM VEHICLE,200272018,01/27/2020,2001 JAMES JACKSON PKWY NW,103,Riverside,D,33.81063,-84.47569,
LARCENY-FROM VEHICLE,200270202,01/27/2020,1346 NORTHVIEW AVE NE,613,Morningside/Lenox Park,F,33.79129,-84.35762,
LARCENY-FROM VEHICLE,200270349,01/27/2020,2774 VINEYARDS DR SE,312,Rosedale Heights,Z,33.67893,-84.37106,
LARCENY-FROM VEHICLE,200270359,01/27/2020,1350 MARIETTA BLVD NW,103,Hills Park,D,33.78985,-84.42989,
LARCENY-FROM VEHICLE,200270381,01/27/2020,499 8TH ST NE,614,Midtown,E,33.7794,-84.37029,
LARCENY-FROM VEHICLE,200270405,01/27/2020,1494 MEMORIAL DR SE,610,Kirkwood,O,33.7476,-84.33763,
LARCENY-FROM VEHICLE,200270477,01/27/2020,F/O 4469 STELLA DR,202,Chastain Park,A,33.8752,-84.39373,
LARCENY-FROM VEHICLE,200270707,01/27/2020,2897 WATERS RD SW,311,Glenrose Heights,Z,33.67621,-84.395,
LARCENY-FROM VEHICLE,200270813,01/27/2020,976 ROSE CIR SW @ROSE PARK,401,West End,T,33.73188,-84.42005,
LARCENY-FROM VEHICLE,200270820,01/27/2020,1010 W PEACHTREE ST NW,503,Midtown,E,33.78228,-84.38822,
LARCENY-FROM VEHICLE,200270853,01/27/2020,2900 LANDRUM DR SW,409,Southwest,R,33.70623,-84.48372,
LARCENY-FROM VEHICLE,200271371,01/27/2020,1477 BEECHER ST SW,402,West End,T,33.73358,-84.43605,
LARCENY-FROM VEHICLE,200271373,01/27/2020,884 LENOX OAKS CIR NE,210,Pine Hills,B,33.83498,-84.35795,
LARCENY-FROM VEHICLE,200271541,01/27/2020,250 PARK AVENUE WEST NW @CENTENNIAL PARK WEST,508,Downtown,M,33.76116,-84.39438,
LARCENY-FROM VEHICLE,200271735,01/27/2020,708 SPRING ST NW,505,Midtown,E,33.77411,-84.38894,
LARCENY-FROM VEHICLE,200271885,01/27/2020,2909 CAMPBELLTON RD SW @CASCADE PINES APTS,409,Southwest,R,33.69872,-84.48418,
LARCENY-FROM VEHICLE,200271927,01/27/2020,500 10TH ST NE @BELTLINE BUSINESS,502,,E,33.78223,-84.36922,
LARCENY-FROM VEHICLE,200271934,01/27/2020,100 TED TURNER DR NW,508,Downtown,M,33.75789,-84.39192,
LARCENY-FROM VEHICLE,200271949,01/27/2020,265 PEACHTREE CENTER AVE NE,509,Downtown,M,33.76158,-84.38496,
LARCENY-FROM VEHICLE,200271971,01/27/2020,771 BROOKRIDGE DR NE,601,Virginia Highland,F,33.78507,-84.36197,
LARCENY-FROM VEHICLE,200271973,01/27/2020,215 CHESTER AVE SE,606,Reynoldstown,N,33.74837,-84.35967,
LARCENY-FROM VEHICLE,200271978,01/27/2020,3535 NORTHSIDE PKWY NW,202,Randall Mill,A,33.85087,-84.42902,
LARCENY-FROM VEHICLE,200272008,01/27/2020,2251 MARIETTA BLVD NW,201,,C,33.81831,-84.44881,
LARCENY-FROM VEHICLE,200272020,01/27/2020,3872 ROSWELL RD NE,209,East Chastain Park,B,33.86084,-84.38104,
LARCENY-FROM VEHICLE,200272036,01/27/2020,1711 MARIETTA BLVD NW @FIRE STATION 8,103,Hills Park,D,33.80013,-84.43501,
LARCENY-FROM VEHICLE,200272037,01/27/2020,3424 PIEDMONT RD NE,208,Buckhead Forest,B,33.84815,-84.37419,
LARCENY-FROM VEHICLE,200272045,01/27/2020,893 PEACHTREE ST NE @BULLDOG,505,Midtown,E,33.77901,-84.38403,
LARCENY-FROM VEHICLE,200272052,01/27/2020,2171 PEACHTREE RD NE,207,,E,33.81347,-84.39228,
LARCENY-FROM VEHICLE,200272057,01/27/2020,1968 MARKONE ST NW,107,Grove Park,J,33.76961,-84.45131,
LARCENY-FROM VEHICLE,200272070,01/27/2020,275 BAKER ST NW,508,Downtown,M,33.76206,-84.39568,
LARCENY-FROM VEHICLE,200272077,01/27/2020,210 PRYOR ST SW,512,Downtown,M,33.74886,-84.39283,
LARCENY-NON VEHICLE,200270798,01/27/2020,1960 RAMBLING DR SW,306,Sylvan Hills,X,33.70056,-84.40509,
LARCENY-NON VEHICLE,200271851,01/27/2020,3393 PEACHTREE RD NE,210,Venetian Hills,S,33.72012,-84.44716,
ROBBERY-PEDESTRIAN,200272051,01/27/2020,CAMPBELLTON RD SW / MYRTLE DR SW,410,Campbellton Road,R,33.70421,-84.45525,
LARCENY-NON VEHICLE,200270687,01/27/2020,693 DALVIGNEY ST NW,506,English Avenue,L,33.77082,-84.41003,
LARCENY-NON VEHICLE,200270736,01/27/2020,1057 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77374,-84.35278,
LARCENY-NON VEHICLE,200271272,01/27/2020,3524 FAIRLANE DR NW,114,Fairburn Heights,H,33.76668,-84.50258,
LARCENY-NON VEHICLE,200271510,01/27/2020,1144 KIPLING ST SE,308,Thomasville Heights,Z,33.69997,-84.35027,
LARCENY-NON VEHICLE,200271549,01/27/2020,3225 PEACHTREE RD NE,206,Buckhead Village,B,33.84063,-84.37497,
LARCENY-NON VEHICLE,200271703,01/27/2020,633 EVANS ST SW,401,West End,T,33.7376,-84.41593,
AUTO THEFT,200270685,01/27/2020,335 TAFT ST SW,307,Joyland,Y,33.71038,-84.39981,
AUTO THEFT,200270686,01/27/2020,44 KROG ST NE,602,Inman Park,N,33.75503,-84.3643,
AUTO THEFT,200271654,01/27/2020,1049 OHENRY ST SW,302,Pittsburgh,V,33.72608,-84.39692,
AUTO THEFT,200271886,01/27/2020,4041 AVALON RD SW,412,Ben Hill Terrace,P,33.69531,-84.52023,
AUTO THEFT,200271890,01/27/2020,1360 PEACHTREE ST NE,502,Midtown,E,33.79129,-84.38686,
AUTO THEFT,200272029,01/27/2020,860 PEACHTREE ST NE,505,Midtown,E,33.77831,-84.38533,
AUTO THEFT,200272078,01/27/2020,500 NORTHSIDE CIR NW,207,Loring Heights,E,33.79724,-84.40668,
AUTO THEFT,200270057,01/27/2020,2269 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81703,-84.35203,
AUTO THEFT,200271749,01/27/2020,86 MORELAND AVE SE,609,Edgewood,O,33.75116,-84.34892,
AGG ASSAULT,200271633,01/27/2020,1124 CASCADE AVE SW,403,Cascade Avenue/Road,S,33.72481,-84.44767,
AGG ASSAULT,200271143,01/27/2020,370 NORTHSIDE DR NW,506,English Avenue,L,33.76507,-84.4042,
AGG ASSAULT,200271407,01/27/2020,1247 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.76361,-84.42842,
AGG ASSAULT,200271815,01/27/2020,517 MAIN ST NE,211,Lindbergh/Morosgo,B,33.8225,-84.37031,
AGG ASSAULT,200270115,01/27/2020,945 HUBBARD ST SW,302,Pittsburgh,V,33.72909,-84.40257,
AGG ASSAULT,200271301,01/27/2020,1483 ARTHUR LANGFORD JR PL SW,307,Joyland,Y,33.71097,-84.39789,
AGG ASSAULT,200271792,01/27/2020,178 MOURY AVE SW,305,The Villages at Carver,Y,33.71347,-84.39079,
BURGLARY-RESIDENCE,200270827,01/27/2020,383 S BEND AVE SE,307,Lakewood Heights,Y,33.70514,-84.37592,
BURGLARY-RESIDENCE,200271116,01/27/2020,1115 ARLINGTON AVE SW,402,Oakland City,S,33.72435,-84.42431,
BURGLARY-RESIDENCE,200271354,01/27/2020,2599 HOOD AVE NW,109,Center Hill,J,33.77062,-84.47048,
BURGLARY-RESIDENCE,200271981,01/27/2020,3101 ALEXANDER CIR NE,209,North Buckhead,B,33.85509,-84.36665,
BURGLARY-RESIDENCE,200272153,01/27/2020,217 JOE LOUIS DR NW,108,Dixie Hills,J,33.76002,-84.45989,
BURGLARY-RESIDENCE,200271370,01/27/2020,1167 MAYLAND CIR SW,302,Pittsburgh,V,33.72303,-84.40611,
BURGLARY-RESIDENCE,200271675,01/27/2020,5202 ALEXANDER CIR NE,209,North Buckhead,B,33.85502,-84.3657,
BURGLARY-NONRES,200270311,01/27/2020,840 MARIETTA ST NW,504,Marietta Street Artery,E,33.77522,-84.40691,
BURGLARY-NONRES,200270384,01/27/2020,918 AUSTIN AVE NE,602,Inman Park,N,33.76204,-84.35725,
BURGLARY-NONRES,200270730,01/27/2020,309 N HIGHLAND AVE NE,602,Inman Park,N,33.76299,-84.35777,
BURGLARY-NONRES,200260540,01/26/2020,226 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73664,-84.39553,
BURGLARY-RESIDENCE,200260308,01/26/2020,1611 MILL ACRES DR SW,409,Cascade Heights,I,33.71227,-84.47041,
AGG ASSAULT,200260884,01/26/2020,204 MOURY AVE SW,305,The Villages at Carver,Y,33.71678,-84.39291,
AGG ASSAULT,200260892,01/26/2020,1591 PINEVIEW TER SW,403,Cascade Avenue/Road,S,33.72981,-84.43979,
AGG ASSAULT,200261845,01/26/2020,453 HOLDERNESS ST SW,401,West End,T,33.7427,-84.42739,
AGG ASSAULT,200260447,01/26/2020,855 BRIARCLIFF RD NE,608,Druid Hills,N,33.77731,-84.3462,
AGG ASSAULT,200261964,01/26/2020,55 CHAPPELL RD NW,105,Hunter Hills,K,33.75661,-84.43332,
AGG ASSAULT,200261370,01/26/2020,1290 NASH RD NW,114,English Park,G,33.79055,-84.49277,
ROBBERY-PEDESTRIAN,200260574,01/26/2020,360 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75454,-84.37601,
ROBBERY-PEDESTRIAN,200261790,01/26/2020,3671 SOUTHSIDE INDUSTRIAL PKWY SE @FIRE STATION 34,313,Blair Villa/Poole Creek,Z,33.65449,-84.37443,
AUTO THEFT,200260746,01/26/2020,1813 NEWMAN PL NW,110,Grove Park,J,33.78004,-84.44751,
AUTO THEFT,200261000,01/26/2020,313 WALKER ST SW,507,Castleberry Hill,M,33.74637,-84.40386,
AUTO THEFT,200261019,01/26/2020,960 CONSTITUTION RD SE,308,Norwood Manor,Z,33.69307,-84.35805,
AUTO THEFT,200261532,01/26/2020,2284 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81757,-84.35207,
AUTO THEFT,200261637,01/26/2020,961 DESOTO ST NW,105,Washington Park,K,33.75799,-84.41986,
LARCENY-NON VEHICLE,200261282,01/26/2020,2454 PERKERSON RD SW,309,Perkerson,X,33.68788,-84.41061,
LARCENY-NON VEHICLE,200261568,01/26/2020,170 BOULEVARD SE,606,Cabbagetown,N,33.7497,-84.36996,
LARCENY-NON VEHICLE,200230444,01/26/2020,318 OAK DR,312,Glenrose Heights,Z,33.66852,-84.383,
LARCENY-FROM VEHICLE,200260149,01/26/2020,691 JOHN WESLEY DOBBS AVE NE,604,Old Fourth Ward,M,33.75901,-84.36484,
LARCENY-FROM VEHICLE,200260163,01/26/2020,3165 E SHADOWLAWN AVE,206,Buckhead Forest,B,33.84191,-84.37415,
LARCENY-FROM VEHICLE,200260190,01/26/2020,530 LARKIN ST SW,507,Castleberry Hill,M,33.74791,-84.40492,
LARCENY-FROM VEHICLE,200260331,01/26/2020,350 MARIETTA ST,507,Downtown,M,33.76254,-84.39597,
LARCENY-FROM VEHICLE,200260332,01/26/2020,180 Walker St SW ,507,Castleberry Hill,M,33.74913,-84.39977,
LARCENY-FROM VEHICLE,200260349,01/26/2020,840 WARNER ST,301,Oakland City,S,33.72435,-84.41512,
LARCENY-FROM VEHICLE,200260426,01/26/2020,516 LEE ST SW,401,West End,T,33.74087,-84.41346,
LARCENY-FROM VEHICLE,200260430,01/26/2020,210 AUBURN AVE,510,Downtown,M,33.75563,-84.38092,
LARCENY-FROM VEHICLE,200260452,01/26/2020,51 BELL ST NE,510,Downtown,M,33.75653,-84.3793,
LARCENY-FROM VEHICLE,200260667,01/26/2020,195 JOHN WESLEY DOBBS AVE NE,510,Downtown,M,33.75716,-84.38119,
LARCENY-FROM VEHICLE,200260709,01/26/2020,165 COURTLAND ST NE @SHERATON ATLANTA,510,Downtown,M,33.75895,-84.3834,
LARCENY-FROM VEHICLE,200260728,01/26/2020,1903 DREW DR NW @APS WESTSIDE,110,West Highlands,G,33.79346,-84.45106,
LARCENY-FROM VEHICLE,200260774,01/26/2020,1390 NORTHSIDE DR NW,207,Berkeley Park,D,33.79264,-84.40796,
LARCENY-FROM VEHICLE,200260781,01/26/2020,265 PEACHTREE CENTER AVE NE @Multiple,509,Downtown,M,33.76158,-84.38496,
LARCENY-FROM VEHICLE,200260813,01/26/2020,2774 VINEYARDS DR,312,Rosedale Heights,Z,33.67935,-84.3708,
LARCENY-FROM VEHICLE,200261022,01/26/2020,2113 DEFOORS FERRY RD NW,204,Cross Creek,C,33.81313,-84.42542,
LARCENY-FROM VEHICLE,200261109,01/26/2020,826 MARIETTA ST NW,504,Marietta Street Artery,E,33.77477,-84.4067,
LARCENY-FROM VEHICLE,200261126,01/26/2020,549 PEACHTREE ST NE,509,Downtown,M,33.76949,-84.38484,
LARCENY-FROM VEHICLE,200261170,01/26/2020,391 17TH ST NW,501,Atlantic Station,E,33.79109,-84.4009,
LARCENY-FROM VEHICLE,200261185,01/26/2020,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,208,North Buckhead,B,33.84911,-84.37075,
LARCENY-FROM VEHICLE,200261229,01/26/2020,3101 PIEDMONT RD NE,211,Peachtree Park,B,33.84075,-84.36979,
LARCENY-FROM VEHICLE,200261273,01/26/2020,3906 ROSWELL RD NE @CF,209,East Chastain Park,B,33.86179,-84.38127,
LARCENY-FROM VEHICLE,200261393,01/26/2020,3232 PEACHTREE RD NE,208,Buckhead Forest,B,33.84413,-84.37409,
LARCENY-FROM VEHICLE,200261438,01/26/2020,333 PINE ST NE,603,Old Fourth Ward,M,33.76744,-84.37649,
LARCENY-FROM VEHICLE,200261449,01/26/2020,1240 W PEACHTREE ST NW,502,Midtown,E,33.78874,-84.38857,
LARCENY-FROM VEHICLE,200261491,01/26/2020,190 BOWEN CIR SW,305,High Point,Y,33.71814,-84.39502,
LARCENY-FROM VEHICLE,200261658,01/26/2020,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.8245,-84.366,
LARCENY-FROM VEHICLE,200261839,01/26/2020,37 CORNELIA ST SE,604,Old Fourth Ward,M,33.75327,-84.36766,
LARCENY-FROM VEHICLE,200261848,01/26/2020,3670 CAMP CREEK PKWY SW,414,Princeton Lakes,P,33.655,-84.50859,
LARCENY-FROM VEHICLE,200261878,01/26/2020,664 11TH ST NW,501,Home Park,E,33.78269,-84.40878,
LARCENY-FROM VEHICLE,200261902,01/26/2020,112 ENSLEY ST NE,603,Old Fourth Ward,M,33.76654,-84.36303,
LARCENY-FROM VEHICLE,200261905,01/26/2020,356 MORELAND AVE SE,606,East Atlanta,W,33.74358,-84.34901,
LARCENY-FROM VEHICLE,200261972,01/26/2020,1122 CRESCENT AVE NE,503,Midtown,E,33.78533,-84.3845,
LARCENY-FROM VEHICLE,200262057,01/26/2020,1084 WASHITA AVE NE ,602,Inman Park,N,33.76357,-84.35256,
LARCENY-FROM VEHICLE,200261734,01/26/2020,135 NASSAU ST NW,508,Downtown,M,33.75819,-84.39167,
LARCENY-NON VEHICLE,200260649,01/26/2020,2535 CHANTILLY DR NE,212,Lindridge/Martin Manor,F,33.82389,-84.35029,
LARCENY-NON VEHICLE,200260904,01/26/2020,810 MIDWAY ST SE,308,Leila Valley,Z,33.69018,-84.36314,
LARCENY-NON VEHICLE,200260973,01/26/2020,3223 CAINS HILL PL NE,205,South Tuxedo Park,B,33.84251,-84.38044,
LARCENY-NON VEHICLE,200261074,01/26/2020,50 LAKELAND DR NW,206,South Tuxedo Park,B,33.84868,-84.38422,
LARCENY-NON VEHICLE,200261803,01/26/2020,2325 CHESHIRE BRIDGE RD NE @PUBLIX - CHESHIRE,212,Lindridge/Martin Manor,F,33.81866,-84.34906,
LARCENY-FROM VEHICLE,200252483,01/26/2020,211 WALKER ST SW,507,Castleberry Hill,M,33.749,-84.40219,
LARCENY-NON VEHICLE,200260666,01/26/2020,3730 CARMIA DR SW @PUBLIX - CARMIA,414,Princeton Lakes,P,33.65636,-84.51073,
LARCENY-NON VEHICLE,200260968,01/26/2020,1297 JONESBORO RD SE,305,South Atlanta,Y,33.71904,-84.38515,
LARCENY-NON VEHICLE,200260999,01/26/2020,2001 James Jackson Pkwy NW,103,Riverside,D,33.81084,-84.47645,
LARCENY-NON VEHICLE,200261102,01/26/2020,3509 MARTIN L KING JR DR NW,111,Adamsville,H,33.7581,-84.50258,
LARCENY-NON VEHICLE,200261452,01/26/2020,1061 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77374,-84.35265,
LARCENY-NON VEHICLE,200261598,01/26/2020,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,200261760,01/26/2020,807 CASCADE AVE SW,404,Cascade Avenue/Road,S,33.73323,-84.43795,
LARCENY-NON VEHICLE,200261537,01/26/2020,946 MARTIN L KING JR DR SW,104,Ashview Heights,T,33.75438,-84.41827,
LARCENY-FROM VEHICLE,200252495,01/25/2020,80 JESSE HILL JR DR SE @GRADY,510,Downtown,M,33.75168,-84.38198,
LARCENY-NON VEHICLE,200250575,01/25/2020,1677 DONALD LEE HOLLOWELL PKWY NW,110,Grove Park,J,33.77327,-84.44224,
LARCENY-NON VEHICLE,200251253,01/25/2020,824 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.77282,-84.41423,
LARCENY-NON VEHICLE,200251530,01/25/2020,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,200251640,01/25/2020,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,200251693,01/25/2020,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,200251723,01/25/2020,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,200251957,01/25/2020,2178 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70514,-84.45947,
LARCENY-NON VEHICLE,200252250,01/25/2020,1700 MONROE DR NE @KROGER - MONROE,613,Piedmont Heights,F,33.80052,-84.37307,
LARCENY-NON VEHICLE,200252294,01/25/2020,2324 CASCADE RD SW,409,Adams Park,R,33.72186,-84.46462,
LARCENY-NON VEHICLE,200250574,01/25/2020,659 PEACHTREE ST NE @GEORGIAN TERRACE,505,Midtown,E,33.77258,-84.38449,
LARCENY-NON VEHICLE,200251184,01/25/2020,191 PEACHTREE ST NE,510,Downtown,M,33.75879,-84.3864,
LARCENY-NON VEHICLE,200251818,01/25/2020,3850 STONE RD SW,413,,P,33.68437,-84.51105,
LARCENY-NON VEHICLE,200251896,01/25/2020,2740 GREENBRIAR PKWY SW @GREENBRIAR VILLAGE,411,Greenbriar,R,33.68887,-84.48877,
LARCENY-NON VEHICLE,200252140,01/25/2020,2621 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.77617,-84.47272,
LARCENY-FROM VEHICLE,200250714,01/25/2020,2786 OLD HAPEVILLE RD SW,312,Glenrose Heights,Z,33.67904,-84.39327,
LARCENY-FROM VEHICLE,200251705,01/25/2020,1870 MYRTLE DR SW,410,Campbellton Road,R,33.7043,-84.45487,
LARCENY-FROM VEHICLE,200252422,01/25/2020,500 CLEVELAND AVE SE,310,Browns Mill Park,Z,33.68149,-84.36933,
LARCENY-NON VEHICLE,200211400,01/25/2020,805 LAKESIDE VILLAGE DR SE,611,The Villages at East Lake,O,33.74585,-84.31647,
LARCENY-FROM VEHICLE,200250077,01/25/2020,910 AUSTIN AVE NE,602,Inman Park,N,33.76191,-84.3578,
LARCENY-FROM VEHICLE,200250111,01/25/2020,758 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77412,-84.36228,
LARCENY-FROM VEHICLE,200250140,01/25/2020,67 WILLIAM H BORDERS SR DRIVE,604,Sweet Auburn,M,33.75417,-84.37595,
LARCENY-FROM VEHICLE,200250203,01/25/2020,438 MORELAND AVE NE,602,Inman Park,N,33.76634,-84.34916,
LARCENY-FROM VEHICLE,200250335,01/25/2020,893 PEACHTREE ST NE @BULLDOG,505,Midtown,E,33.77901,-84.38403,
LARCENY-FROM VEHICLE,200250471,01/25/2020,587 RHODES ST NW,102,Vine City,L,33.75702,-84.40672,
LARCENY-FROM VEHICLE,200250552,01/25/2020,2000 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81154,-84.35746,
LARCENY-FROM VEHICLE,200250659,01/25/2020,79 HOLLY RD NW,105,Hunter Hills,K,33.75718,-84.43761,
LARCENY-FROM VEHICLE,200250719,01/25/2020,4590 JETTRIDGE DR NW,202,Chastain Park,A,33.88073,-84.40667,
LARCENY-FROM VEHICLE,200250750,01/25/2020,1256 BEECH VALLEY RD NE,613,Morningside/Lenox Park,F,33.79692,-84.34598,
LARCENY-FROM VEHICLE,200250802,01/25/2020,682 PARK DR NE,601,Virginia Highland,F,33.78485,-84.36404,
LARCENY-FROM VEHICLE,200250808,01/25/2020,707 ANGIER AVE NE,603,Old Fourth Ward,M,33.76699,-84.36392,
LARCENY-FROM VEHICLE,200250988,01/25/2020,1122 OLD CHATTAHOOCHEE AVE NW,103,Blandtown,D,33.79894,-84.42516,
LARCENY-FROM VEHICLE,200251142,01/25/2020,144 MORELAND AVE NE,606,Reynoldstown,N,33.75698,-84.34929,
LARCENY-FROM VEHICLE,200251296,01/25/2020,75 MARTIN L KING JR DR SW,511,Downtown,M,33.75119,-84.38996,
LARCENY-FROM VEHICLE,200251372,01/25/2020,516 LEE ST SW,401,West End,T,33.74087,-84.41346,
LARCENY-FROM VEHICLE,200251559,01/25/2020,354 14TH ST NW,501,Home Park,E,33.7861,-84.39857,
LARCENY-FROM VEHICLE,200251602,01/25/2020,400 PARK DR NE,502,Midtown,E,33.78177,-84.37279,
LARCENY-FROM VEHICLE,200251883,01/25/2020,400 CENTRAL PARK PL NE,603,Old Fourth Ward,M,33.76522,-84.37805,
LARCENY-FROM VEHICLE,200252086,01/25/2020,460 LARKIN ST SW,507,Castleberry Hill,M,33.74789,-84.40298,
LARCENY-FROM VEHICLE,200252343,01/25/2020,8 ROSE CT NE,209,East Chastain Park,B,33.86507,-84.38785,
LARCENY-NON VEHICLE,200250484,01/25/2020,1683 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.7083,-84.38035,
